FIPS,pop,Property Values,Kirwan Opportunity Index,total_reviews,mean_rating,avg_sent,business_ct,log_reviews,log_business_ct,crime_ct,med_income,log_pop,log_crimes
542400,2651,82800,-0.496307,2077,4.06875,0.24920311007158388,16,7.638679823876112,2.772588722239781,59.0,21875,7.8826922062890254,4.07753744390572
542500,2475,124900,0.195047,2484,4.1454545454545455,0.3051210426864976,11,7.81762544305337,2.3978952727983707,35.0,67019,7.813995675002791,3.5553480614894135
542600,3168,83200,-0.637299,2234,4.3,0.21668247779652744,13,7.711548979629146,2.5649493574615367,46.0,41083,8.060855752934316,3.828641396489095
543700,1785,58400,-1.227472,1495,4.46,0.3266704144168842,5,7.3098814858247865,1.6094379124341003,50.0,19722,7.487173694213739,3.912023005428146
543900,785,80000,-1.379142,420,4.366666666666666,0.3853599000599494,3,6.040254711277414,1.0986122886681098,16.0,26448,6.665683717782408,2.772588722239781
544000,2534,71600,-0.388987,189,3.95,0.12371242906212665,4,5.241747015059643,1.3862943611198906,78.0,42917,7.837554360881084,4.356708826689592
544100,2222,93100,-0.531418,849,4.130000000000001,0.322602776767228,10,6.744059186311348,2.302585092994046,45.0,27880,7.706162970199576,3.8066624897703196
544200,2005,70400,-1.102514,1339,4.466666666666667,0.2509661760941285,6,7.199678345691172,1.791759469228055,49.0,24570,7.60339933974067,3.8918202981106265
544300,2428,72600,-0.801954,2413,4.1,0.23229041412138432,18,7.7886260656250315,2.8903717578961645,41.0,38588,7.794823152179389,3.713572066704308
545100,1026,59800,-0.997775,2007,4.3625,0.25761555618379006,16,7.604396348796338,2.772588722239781,49.0,16458,6.933423025730715,3.8918202981106265
545500,3878,61900,-0.987392,4021,4.294117647058823,0.2910414121874658,34,8.299285906897275,3.5263605246161616,90.0,25529,8.263074835802596,4.499809670330265
545600,5319,66600,-0.866901,5206,4.323076923076923,0.3160761738173892,39,8.55756708555451,3.6635616461296463,44.0,31071,8.579040594742317,3.784189633918261
545800,5518,55700,-0.747343,2059,4.18125,0.24115709384799774,16,7.629975707027789,2.772588722239781,126.0,28438,8.615770754777232,4.836281906951478
545900,3758,73600,-0.575888,1866,4.164705882352941,0.21283896953389791,17,7.531552381407289,2.833213344056216,88.0,27411,8.231642179973411,4.477336814478207
546000,2925,70700,-0.828256,2371,4.035714285714286,0.20026342882401169,14,7.771067086065406,2.6390573296152584,69.0,30708,7.981049759665957,4.23410650459726
546100,3952,60700,-0.667223,2038,4.233333333333333,0.3319374846101511,15,7.61972421378267,2.70805020110221,80.0,26667,8.281977058867758,4.382026634673881
546600,1996,81700,-0.723672,262,4.5,0.3120280686190169,4,5.568344503761097,1.3862943611198906,43.0,31250,7.59890045687141,3.7612001156935624
546700,2816,52500,-0.821786,951,3.875,0.17376261460998252,12,6.85751406254539,2.4849066497880004,100.0,29110,7.943072717277933,4.605170185988092
552000,3701,82600,-0.632263,53,4.25,0.20850293650793644,2,3.970291913552122,0.6931471805599453,,44524,8.216358332386156,
552200,4685,70200,-0.876389,246,4.6000000000000005,0.38400102960336935,3,5.5053315359323625,1.0986122886681098,,37222,8.452121194672523,
552300,4656,64200,-1.029343,65,4.4,0.2619323076923077,1,4.174387269895637,0.0,,45739,8.445911989411274,
552400,3524,55000,-0.918648,18,4.4,0.2458055555555555,1,2.8903717578961645,0.0,,44583,8.16735198705607,
553000,918,51000,-1.053641,88,4.8,0.2929306818181818,1,4.477336814478207,0.0,,8594,6.822197390620491,
554500,2766,77800,-0.182889,68,4.4,0.2747220588235294,1,4.219507705176107,0.0,,37188,7.925157512224703,
564900,2557,19600,-0.707195,248,2.9,0.0154237903225806,1,5.5134287461649825,0.0,,36250,7.846589975291186,
568800,3756,147200,-0.577553,17,4.5,0.4737,1,2.833213344056216,0.0,,69625,8.231109840328154,
